"word","results","seed","hansardcount","valence","manualflag"
"feuded",0.669956518258605,0,4,"Anger",0
"repudiates",0.669753658777548,0,42,"Anger",0
"discourteous",0.669426484401598,0,382,"Anger",0
"flogging",0.669172786391582,0,141,"Anger",0
"morphy",0.669141560425632,0,2,"Anger",1
"penknife",0.669026981052069,0,8,"Anger",0
"rost",0.668710193450336,0,14,"Anger",1
"malevolence",0.668598464122946,0,53,"Anger",0
"usp",0.668340852919778,0,18,"Anger",1
"tru",0.667988174621641,0,1,"Anger",1
"agusta",0.667564381271399,0,20,"Anger",1
"sanctimonious",0.667547122400922,0,175,"Anger",0
"broomstick",0.667227854006975,0,5,"Anger",0
"alliteration",0.667105298590492,0,24,"Anger",0
"cursing",0.667101902038909,0,13,"Anger",0
"blasphemy",0.666774938478752,0,432,"Anger",0
"sacrilege",0.666694070819891,0,11,"Anger",0
"mispronounced",0.666659290516646,0,22,"Anger",0
"scatological",0.666316692223619,0,1,"Anger",0
"intramuscular",0.666306360851584,0,2,"Anger",1
"rebutted",0.66616819574033,0,151,"Anger",0
"disputation",0.666023162991891,0,20,"Anger",0
"philanderer",0.665728647542036,0,2,"Anger",0
"jesting",0.665666183730969,0,16,"Anger",0
"magor",0.665022143110064,0,11,"Anger",1
"tampers",0.664771424581497,0,10,"Anger",0
"condoned",0.664757571705292,0,136,"Anger",0
"lesbianism",0.664707766905499,0,11,"Anger",0
"concocting",0.664679264858564,0,24,"Anger",0
"lascivious",0.664666735579637,0,3,"Anger",0
"toye",0.664502694359531,0,11,"Anger",1
"seale",0.66416983082544,0,48,"Anger",1
"disfunction",0.664157096556037,0,2,"Anger",1
"quadrilaterals",0.664005925775896,0,2,"Anger",1
"blasphemers",0.66389146019627,0,5,"Anger",0
"remonstrate",0.663858008756912,0,32,"Anger",0
"chastises",0.663577627178336,0,11,"Anger",0
"haymes",0.663463742786397,0,7,"Anger",1
"parle",0.663461619310058,0,1,"Anger",1
"possessive",0.663195661292422,0,15,"Anger",0
"fawned",0.66304945922069,0,3,"Anger",0
"inveighing",0.662951660847268,0,10,"Anger",0
"capone",0.66291420375889,0,37,"Anger",1
"justa",0.662845174675143,0,3,"Anger",1
"lydeard",0.662624782520216,0,7,"Anger",1
"harasses",0.662457795595959,0,10,"Anger",0
"sycophant",0.662264755507558,0,23,"Anger",0
"martyring",0.662220451236002,0,1,"Anger",0
"minotaurs",0.662219422553575,0,1,"Anger",0
"kinsella",0.662208364885269,0,70,"Anger",1
"caricatured",0.662051521640759,0,94,"Anger",0
"interjecting",0.662034342875929,0,10,"Anger",0
"flippant",0.661963881109274,0,250,"Anger",0
"quitter",0.661842526614774,0,7,"Anger",0
"marise",0.661802574296307,0,2,"Anger",1
"tei",0.661155818585793,0,5,"Anger",1
"giron",0.66103861554761,0,1,"Anger",1
"amuses",0.660946715403574,0,37,"Anger",1
"unprintable",0.660839920414849,0,8,"Anger",0
"screed",0.660812414368504,0,4,"Anger",0
"coope",0.660802729690237,0,4,"Anger",1
"bellowed",0.660590700058556,0,4,"Anger",0
"belittles",0.660054560611568,0,26,"Anger",0
"fricassee",0.659935246030947,0,1,"Anger",1
"hypocrites",0.659611635232772,0,76,"Anger",0
"accosted",0.65934531523646,0,46,"Anger",0
"categorically",0.659314546994847,0,1238,"Anger",0
"disdained",0.659307354170807,0,7,"Anger",0
"falwell",0.659132998299351,0,1,"Anger",1
"misinforming",0.659013166484141,0,19,"Anger",0
"angostura",0.658925012009761,0,6,"Anger",1
"eyeballing",0.658527630023513,0,5,"Anger",0
"wisecracks",0.658480996664208,0,3,"Anger",0
"childish",0.658440570183247,0,154,"Anger",0
"righter",0.658403636203315,0,3,"Anger",1
"ppc",0.658046047412348,0,6,"Anger",1
"heckled",0.658024849917942,0,121,"Anger",0
"shyster",0.657958429292483,0,9,"Anger",0
"lvf",0.657944160507498,0,106,"Anger",1
"sorcery",0.657939918942427,0,6,"Anger",0
"malapropisms",0.657851406321713,0,1,"Anger",0
"mumbles",0.657827517464818,0,36,"Anger",0
"elford",0.657648490023277,0,5,"Anger",1
"abusively",0.657619344970333,0,14,"Anger",0
"impermissible",0.657397379614329,0,33,"Anger",0
"knave",0.656814483433807,0,11,"Anger",0
"instigates",0.656687290998491,0,12,"Anger",0
"determiners",0.65644510420034,0,2,"Anger",0
"espousing",0.656256504217332,0,93,"Anger",0
"exalts",0.656144618602225,0,1,"Anger",0
"unmercifully",0.656103568788252,0,6,"Anger",0
"goading",0.655749585594318,0,23,"Anger",0
"burr",0.65571580165406,0,98,"Anger",0
"vituperation",0.655553425827317,0,13,"Anger",0
"inveigh",0.655471542252414,0,13,"Anger",0
"pillory",0.655329069058717,0,30,"Anger",0
"demoting",0.655285521383676,0,11,"Anger",0
"caligula",0.6552024089911,0,7,"Anger",0
"utterances",0.65492067827837,0,212,"Anger",0
"reprehensible",0.654833147295,0,563,"Anger",0
"heslop",0.654607704959035,0,4,"Anger",1
"sledgehammer",0.654604020718627,0,318,"Anger",0
"deputed",0.654531984658927,0,20,"Anger",0
"masturbate",0.654485937294702,0,4,"Anger",0
"pimped",0.654475625521188,0,2,"Anger",0
"casteism",0.654350478798324,0,1,"Anger",0
"lissack",0.65410464357825,0,1,"Anger",1
"bocking",0.653674355285133,0,9,"Anger",1
"hothead",0.653650012902355,0,1,"Anger",0
"disgusts",0.653540990833467,0,5,"Anger",0
"trotskyism",0.653464967787936,0,3,"Anger",0
"chiffre",0.653242016734848,0,1,"Anger",1
"pathak",0.653240116070574,0,2,"Anger",1
"gratuitous",0.653022680734471,0,364,"Anger",0
"automobil",0.652952395446851,0,1,"Anger",1
"cobras",0.652914900993869,0,3,"Anger",0
"butted",0.652892974057554,0,7,"Anger",0
"scoffs",0.652872610895216,0,42,"Anger",0
"instigation",0.652786805921819,0,349,"Anger",0
"liar",0.652718075630652,0,166,"Anger",0
"perjurer",0.652710922561819,0,5,"Anger",0
"ulcerative",0.652603567570015,0,2,"Anger",0
"polemicist",0.652571605689894,0,1,"Anger",0
"clownish",0.652538889171816,0,6,"Anger",0
"letrozole",0.652527727208577,0,1,"Anger",1
"littlejohn",0.65251173749706,0,12,"Anger",1
"salutes",0.652494488841005,0,35,"Anger",1
"intoned",0.652487611696337,0,6,"Anger",0
"sadists",0.652268274572437,0,7,"Anger",0
"ott",0.652164268359674,0,2,"Anger",1
"javaid",0.652163712754565,0,2,"Anger",1
"implacably",0.651863296782869,0,145,"Anger",0
"militates",0.651842979202829,0,188,"Anger",0
"unconcealed",0.651837581461136,0,1,"Anger",0
"anally",0.651717595197516,0,6,"Anger",1
"incantations",0.651691685927272,0,9,"Anger",0
"condones",0.651640835124653,0,59,"Anger",0
"shopaholic",0.651530647682435,0,4,"Anger",0
"tonks",0.651268613497986,0,4,"Anger",1
"freeborn",0.651221812361736,0,2,"Anger",0
"callously",0.651188062070465,0,104,"Anger",0
"rimfire",0.651099408176613,0,23,"Anger",0
"exclamations",0.650984500907886,0,4,"Anger",0
"allying",0.650494131148235,0,31,"Anger",1
"tieless",0.650434301639781,0,4,"Anger",0
"crockford",0.650432996586551,0,2,"Anger",1
"baseless",0.650425163974512,0,95,"Anger",0
"francie",0.65030755577027,0,20,"Anger",1
"blackshirts",0.650177486667718,0,12,"Anger",0
"doggerel",0.650142540342885,0,4,"Anger",0
"jousting",0.650093720624411,0,47,"Anger",0
"ilkley",0.650090521521975,0,162,"Anger",1
"mustaf",0.650006996741791,0,2,"Anger",1
"hypodermic",0.649990842906211,0,17,"Anger",1
"hac",0.649697269280189,0,9,"Anger",1
"crusaded",0.649660503681279,0,4,"Anger",0
"disdainfully",0.649354610124387,0,7,"Anger",0
"houldsworth",0.649261156718546,0,13,"Anger",1
"knickers",0.649085404189856,0,26,"Anger",1
"huta",0.648975958050921,0,1,"Anger",1
"indiscreet",0.648840940694628,0,27,"Anger",0
"grunted",0.648728282580953,0,7,"Anger",0
"mudhar",0.64870014734673,0,1,"Anger",1
"smirked",0.648615968265528,0,6,"Anger",0
"siracusa",0.648464613349135,0,2,"Anger",1
"atha",0.64840403881656,0,3,"Anger",1
"spouted",0.64832998146646,0,29,"Anger",0
"psychopath",0.648270746806295,0,28,"Anger",0
"townend",0.648146329150106,0,140,"Anger",1
"ostberg",0.648076656367038,0,6,"Anger",1
"flaying",0.647918863556149,0,2,"Anger",0
"beswick",0.647671901812771,0,19,"Anger",1
"neatness",0.647649911575515,0,24,"Anger",0
"vitriol",0.647535935244781,0,50,"Anger",0
"atheling",0.647436370835593,0,1,"Anger",1
"deceives",0.647224741197854,0,20,"Anger",0
"sallies",0.646896298663261,0,34,"Anger",1
"mireille",0.646862049352259,0,5,"Anger",1
"gunrunning",0.646857499416378,0,3,"Anger",0
"snort",0.64681920976555,0,23,"Anger",0
"cicely",0.646792850909273,0,20,"Anger",1
"patronising",0.646790388170575,0,951,"Anger",0
"pcp",0.646789666551546,0,9,"Anger",1
"enright",0.646782082980391,0,117,"Anger",1
"desecrating",0.646763955132185,0,18,"Anger",0
"dal",0.646253702573986,0,4,"Anger",1
"medlicott",0.646014204330542,0,6,"Anger",1
"deceptions",0.646013416390233,0,43,"Anger",0
"irishmen",0.645878009279275,0,27,"Anger",1
"tinkers",0.645821383539045,0,56,"Anger",0
"gossiping",0.645720231462177,0,14,"Anger",0
"harangued",0.645571327475913,0,43,"Anger",0
"ananias",0.645481311949735,0,2,"Anger",1
"berated",0.645390925865733,0,110,"Anger",0
"utters",0.645298721532751,0,31,"Anger",0
"polemic",0.644837380695892,0,37,"Anger",0
"pandering",0.644830446013483,0,180,"Anger",0
"whisperings",0.644821902907503,0,6,"Anger",0
"criminalises",0.644817371984501,0,91,"Anger",0
"decriminalise",0.644812902412474,0,114,"Anger",0
"prattling",0.644745847872042,0,19,"Anger",0
"shenker",0.644632758339504,0,4,"Anger",1
"hater",0.644463908339332,0,2,"Anger",0
"nev",0.644383073357747,0,2,"Anger",1
"parte",0.644306046617304,0,183,"Anger",1
"geoghan",0.644230127474271,0,1,"Anger",1
"reassigning",0.644146344328469,0,8,"Anger",0
"helmsley",0.644143675961064,0,11,"Anger",1
"andreotti",0.644092610908837,0,5,"Anger",1
"ack",0.644051288981397,0,5,"Anger",1
"sodomised",0.644046717039201,0,4,"Anger",0
"sparred",0.644039276451668,0,38,"Anger",0
"casale",0.643948063551234,0,54,"Anger",1
"thereupon",0.643866871174215,0,8,"Anger",0
"kilpatrick",0.643771057468374,0,17,"Anger",1
"beelzebub",0.643734120633004,0,4,"Anger",0
"putdown",0.643702250891622,0,1,"Anger",0
"entwining",0.643533019392122,0,1,"Anger",0
"excommunicated",0.643454784356782,0,7,"Anger",0
"prejudiced",0.643315632892592,0,738,"Anger",0
"otford",0.643258076024787,0,5,"Anger",1
"commiserating",0.643181061714307,0,13,"Anger",0
"scoffing",0.642808003498177,0,56,"Anger",0
"accusers",0.642666350235795,0,40,"Anger",0
"underhanded",0.642391111748466,0,7,"Anger",0
"excoriated",0.642371258292294,0,33,"Anger",0
"unbecoming",0.642166334805423,0,34,"Anger",0
"caffyn",0.642142275830197,0,4,"Anger",1
"elliptically",0.642085369339204,0,11,"Anger",0
"bigotry",0.642063799498658,0,289,"Anger",0
"zarghun",0.641926982015504,0,2,"Anger",1
"disassociating",0.641749529852449,0,3,"Anger",0
"furniss",0.641747811762059,0,13,"Anger",1
"braggadocio",0.641691217210106,0,3,"Anger",0
"dalliances",0.641419346303288,0,7,"Anger",0
"seax",0.641375596842941,0,6,"Anger",1
"spitting",0.641373564703297,0,119,"Anger",0
"miah",0.641258921555539,0,23,"Anger",1
"whitely",0.641134775564966,0,9,"Anger",1
"kiani",0.64110900583364,0,2,"Anger",1
"landlady",0.641087543527845,0,56,"Anger",1
"gelignite",0.640801592910112,0,2,"Anger",1
"stebbing",0.640718135974479,0,8,"Anger",1
"verbosity",0.640690083492408,0,23,"Anger",0
"grudge",0.64065915122662,0,101,"Anger",0
"jabberwocky",0.640628646403286,0,2,"Anger",0
"poonam",0.640536902961225,0,1,"Anger",1
"layng",0.640402007977127,0,2,"Anger",1
"knaves",0.640218397709139,0,13,"Anger",0
"indulged",0.640195380531652,0,306,"Anger",0
"defiling",0.640132268266949,0,2,"Anger",0
"absolving",0.639956686664222,0,35,"Anger",0
"vassall",0.639815253987966,0,6,"Anger",0
"pannage",0.639683562234842,0,2,"Anger",0
"roseanna",0.639582925078948,0,14,"Anger",1
"coerces",0.639288825968433,0,4,"Anger",0
"memorised",0.639280003592024,0,14,"Anger",0
"uncalled",0.639272307839788,0,64,"Anger",0
"supertram",0.639266661107871,0,143,"Anger",1
"submachine",0.639240022630712,0,7,"Anger",1
"proffered",0.639199597209653,0,106,"Anger",0
"sleipnir",0.639168481207381,0,1,"Anger",1
"braying",0.639145327726941,0,22,"Anger",0
"concocted",0.638867330235853,0,114,"Anger",0
"misusing",0.638823765914176,0,226,"Anger",0
"hissed",0.638754252312719,0,5,"Anger",0
"middlewich",0.638608634264812,0,69,"Anger",1
"mascara",0.638196008362763,0,5,"Anger",1
"begbie",0.637929204511509,0,3,"Anger",1
"muttered",0.637601790849462,0,62,"Anger",0
"mcgough",0.637397085788266,0,3,"Anger",1
"rozenberg",0.637348544516648,0,7,"Anger",1
"brooked",0.637338392136801,0,4,"Anger",0
"salvati",0.637242160853698,0,1,"Anger",1
"brucella",0.636697487171126,0,2,"Anger",1
"perfidy",0.636506945051104,0,9,"Anger",0
"smiley",0.636506660771764,0,27,"Anger",1
"whelk",0.63610934589911,0,22,"Anger",0
"ashbrook",0.635831018268728,0,6,"Anger",1
"davina",0.635828857859398,0,5,"Anger",0
"allegation",0.635820767782171,0,2902,"Anger",0
"conjuration",0.635776249224209,0,2,"Anger",0
"salvi",0.635740372544662,0,4,"Anger",1
"unconstitutionally",0.635708822530851,0,22,"Anger",0
"carbolic",0.635641738353714,0,4,"Anger",0
"boromir",0.635611376210621,0,1,"Anger",1
"orchestrates",0.635586511191615,0,2,"Anger",0
"durkin",0.635407846070893,0,10,"Anger",1
"shortt",0.635165930970209,0,1,"Anger",1
"excoriates",0.635062697772986,0,3,"Anger",0
"mercilessly",0.634824116803595,0,49,"Anger",0
"buffoonery",0.634657904275967,0,4,"Anger",0
"iconoclast",0.63462586810006,0,2,"Anger",0
"deontological",0.634624764246768,0,5,"Anger",0
"harrelson",0.634619362150529,0,4,"Anger",1
"institutionalised",0.634531957326378,0,434,"Anger",1
"venial",0.634418162857014,0,3,"Anger",0
"scamming",0.634362220728542,0,13,"Anger",0
"libellous",0.633949666208798,0,48,"Anger",0
"curses",0.633316643485539,0,22,"Anger",0
"trifles",0.633305315804358,0,15,"Anger",0
"bilious",0.633073356470722,0,9,"Anger",0
"humorously",0.632978511264648,0,19,"Anger",0
"shabbily",0.632527954069451,0,88,"Anger",0
"chiding",0.632521518986376,0,73,"Anger",0
"boules",0.63250908907245,0,1,"Anger",1
"harasser",0.632369517156393,0,6,"Anger",0
"wrongfully",0.632300938075122,0,119,"Anger",0
"fulani",0.632273172313146,0,2,"Anger",1
"crudely",0.631990893096688,0,193,"Anger",0
"militantly",0.631742885638897,0,3,"Anger",0
"arscott",0.631616269972187,0,4,"Anger",1
"obscurantism",0.631602578035136,0,11,"Anger",0
"equated",0.63149775110574,0,167,"Anger",0
"corfield",0.631387545482545,0,4,"Anger",1
"sauer",0.631172156383976,0,2,"Anger",1
"screwtape",0.631171165899326,0,1,"Anger",0
"glutton",0.631121871269279,0,18,"Anger",0
"criminalising",0.631109597443722,0,376,"Anger",1
"untruthfully",0.630997381073316,0,9,"Anger",0
"badbury",0.63080682800592,0,1,"Anger",0
"reproved",0.630748947230952,0,9,"Anger",0
"polygamy",0.630649818669642,0,25,"Anger",0
"antisemite",0.630060093042143,0,1,"Anger",0
"masturbating",0.629967858641631,0,5,"Anger",0
"persecute",0.629818903023791,0,97,"Anger",0
"ivano",0.629783612411895,0,4,"Anger",1
"dicle",0.629626457521312,0,3,"Anger",1
"cahoots",0.629611188233769,0,47,"Anger",0
"kadi",0.629522380542655,0,1,"Anger",1
"gauloises",0.629485345035711,0,5,"Anger",1
"lumping",0.629413099791729,0,61,"Anger",0
"ardagh",0.629282138680251,0,1,"Anger",1
"claughton",0.629005346731005,0,6,"Anger",1
"fetishes",0.628758209932674,0,8,"Anger",0
"rereads",0.628517378558966,0,10,"Anger",0
"butchering",0.628486388652663,0,47,"Anger",0
"acetyl",0.628432072501215,0,1,"Anger",1
"spouts",0.628250104942985,0,6,"Anger",0
"outrightly",0.628224178214103,0,4,"Anger",0
"racists",0.628181420908036,0,189,"Anger",0
"harassing",0.628130295829496,0,152,"Anger",0
"hosepipe",0.628058009009143,0,138,"Anger",0
"clenched",0.627762037634727,0,17,"Anger",0
"mundum",0.627740520980468,0,4,"Anger",1
"weevils",0.627695699484562,0,3,"Anger",0
"demeaning",0.627625752985048,0,377,"Anger",0
"sheehy",0.627623021254721,0,242,"Anger",1
"debauchery",0.62746773871255,0,3,"Anger",0
"herbage",0.627192367614607,0,9,"Anger",0
"unfaithful",0.627179671011838,0,23,"Anger",0
"implicity",0.627175459340575,0,4,"Anger",0
"laxatives",0.627044522633586,0,6,"Anger",1
"duelled",0.626937269781394,0,1,"Anger",0
"doubtfire",0.626889702272222,0,1,"Anger",1
"lacerating",0.62673034789954,0,4,"Anger",0
"biro",0.626376960480269,0,20,"Anger",1
"partiality",0.626019847779778,0,97,"Anger",0
"condescending",0.625761097619589,0,96,"Anger",0
"molested",0.625731911277936,0,24,"Anger",0
"objecting",0.62563455351094,0,636,"Anger",0
"bmf",0.625530613002019,0,5,"Anger",1
"chindamo",0.625495305494073,0,11,"Anger",1
"equivocated",0.625365272481646,0,15,"Anger",0
"ferociously",0.625349256206125,0,88,"Anger",0
"whacking",0.625327712911818,0,51,"Anger",0
"supremacist",0.625281733704877,0,15,"Anger",0
"brandishing",0.625133981884869,0,49,"Anger",0
"bcl",0.625128115612562,0,1,"Anger",1
"snorting",0.625034409287675,0,14,"Anger",0
"schismatic",0.625025123180422,0,1,"Anger",0
"lambasting",0.625023585133551,0,28,"Anger",0
"goaded",0.625021077762611,0,70,"Anger",0
"coble",0.624941525590579,0,12,"Anger",1
"spanking",0.624488927059494,0,50,"Anger",0
"frankel",0.62444123568836,0,31,"Anger",1
"sanctimony",0.623876484388819,0,41,"Anger",0
"hilts",0.623819427870801,0,5,"Anger",0
"taseer",0.623797797533435,0,10,"Anger",1
"maliciously",0.623695510526505,0,120,"Anger",0
"libel",0.623535168845764,0,760,"Anger",0
"satanism",0.62353110049949,0,19,"Anger",0
"confession",0.623474199915711,0,575,"Anger",0
"excoriating",0.623323453078787,0,38,"Anger",0
"masochist",0.623322081320024,0,16,"Anger",0
"nabis",0.623284747598202,0,1,"Anger",1
"impugned",0.623097443978853,0,70,"Anger",0
"margarette",0.62293060939696,0,1,"Anger",1
"superglue",0.622763393713472,0,7,"Anger",1
"derisive",0.622757751921633,0,20,"Anger",0
"disrespectfully",0.622641553488279,0,21,"Anger",0
"impersonation",0.622629990335374,0,109,"Anger",0
"savagely",0.622579311893872,0,245,"Anger",0
"petticoat",0.622505039454114,0,15,"Anger",0
"bramber",0.622437520820564,0,4,"Anger",1
"methacrylate",0.62217150352469,0,5,"Anger",1
"caskey",0.622149823150031,0,5,"Anger",1
"strychnine",0.622071189603243,0,4,"Anger",0
"aur",0.622068913693509,0,5,"Anger",1
"madresfield",0.621989769210989,0,1,"Anger",1
"heresies",0.621827823021687,0,11,"Anger",0
"minns",0.621764388366421,0,10,"Anger",1
"obnoxious",0.621527941066379,0,321,"Anger",0
"bellowing",0.621288781644276,0,21,"Anger",0
"nocton",0.621199755325054,0,39,"Anger",1
"mephistopheles",0.621025863753627,0,7,"Anger",0
"bagshawe",0.620903388097215,0,1,"Anger",1
"mcgonagle",0.620806884017941,0,5,"Anger",1
"bynoe",0.620785330081893,0,2,"Anger",1
"menna",0.620717994288439,0,3,"Anger",1
"heybridge",0.620621742682304,0,4,"Anger",1
"tortious",0.620583917098406,0,57,"Anger",0
"reprimanded",0.620440646821173,0,125,"Anger",0
"brassington",0.620421547019131,0,8,"Anger",1
"chauvinist",0.620332580707748,0,20,"Anger",0
"tactless",0.620117555664717,0,19,"Anger",0
"bourton",0.62008610411266,0,16,"Anger",1
"belligerently",0.62007555203919,0,3,"Anger",0
"kkk",0.619968534981112,0,1,"Anger",0
"lawlor",0.619902571643732,0,22,"Anger",1
"deneen",0.619671477811165,0,6,"Anger",1
"cherub",0.619638570991511,0,3,"Anger",1
"sexism",0.619566554072462,0,158,"Anger",0
"absurdum",0.619466828552053,0,33,"Anger",0
"dosed",0.619405933064857,0,8,"Anger",0
"bonney",0.619244475775624,0,2,"Anger",1
"satanic",0.619141271012949,0,71,"Anger",0
"boorish",0.618845603490169,0,13,"Anger",0
"impetuously",0.618681064425151,0,3,"Anger",0
"cowardice",0.618640193966763,0,178,"Anger",0
"misappropriating",0.618626794466718,0,16,"Anger",0
"gema",0.618393258104588,0,8,"Anger",1
"condescendingly",0.618318196864094,0,12,"Anger",0
"egged",0.618239526988587,0,116,"Anger",0
"disingenuously",0.618126359677238,0,67,"Anger",0
"placating",0.618103004677151,0,27,"Anger",0
"jeffs",0.618067558761661,0,1,"Anger",1
"moseley",0.617867084587712,0,21,"Anger",1
"taverne",0.617836782665728,0,14,"Anger",1
"dissembled",0.617791650107121,0,6,"Anger",0
"deprecatingly",0.617636974159437,0,3,"Anger",0
"undisguised",0.617550781883656,0,22,"Anger",0
"toleration",0.617508277354631,0,110,"Anger",1
"refrains",0.617392599451317,0,16,"Anger",0
"emailing",0.617265761448235,0,13,"Anger",1
"pouches",0.617247288976296,0,18,"Anger",1
"rawnsley",0.617219843014212,0,17,"Anger",1
"upbraids",0.61710841733986,0,6,"Anger",0
"mixter",0.617096958119003,0,3,"Anger",1
"blasphemous",0.617043699074555,0,46,"Anger",1
"discerns",0.617002625178981,0,5,"Anger",0
"corda",0.616965158117878,0,1,"Anger",1
"whippy",0.616909953859977,0,3,"Anger",1
"heretics",0.616899203424622,0,13,"Anger",0
"madam",0.616881326484066,0,20891,"Anger",1
"buisson",0.616838114158465,0,64,"Anger",1
"deviants",0.616744295143436,0,8,"Anger",0
"hectoring",0.616569185940192,0,88,"Anger",0
"menden",0.616443783097329,0,2,"Anger",1
"scalped",0.616438704030913,0,4,"Anger",0
"dastardly",0.616418967458026,0,120,"Anger",0
"denunciation",0.616396779555309,0,148,"Anger",0
"wedgie",0.616117442281305,0,1,"Anger",0
"jabs",0.616025037266904,0,312,"Anger",0
"emoting",0.615913344153763,0,2,"Anger",0
"repudiated",0.615826001184181,0,155,"Anger",0
"jesson",0.615734462083076,0,9,"Anger",1
"hilariously",0.615647077183482,0,14,"Anger",0
"hustler",0.615616676254198,0,4,"Anger",0
"sadomasochism",0.615579369586392,0,1,"Anger",0
"clearing",-0.458225291593807,0,2176,"Fear",1
"verify",-0.45824870440858,0,641,"Fear",1
"narrowing",-0.458445539541343,0,623,"Fear",1
"outage",-0.458575449978742,0,16,"Fear",0
"alps",-0.458658124332921,0,38,"Fear",1
"radioactivity",-0.458674821845383,0,96,"Fear",0
"disturbance",-0.459116937331023,0,916,"Fear",0
"isolation",-0.459620372670003,0,3487,"Fear",0
"calamities",-0.460488461994891,0,35,"Fear",0
"recedes",-0.460528466419885,0,35,"Fear",0
"monday",-0.461216288579663,0,12322,"Fear",1
"noon",-0.461242479320095,0,218,"Fear",1
"fretted",-0.461682757232685,0,6,"Fear",0
"waves",-0.461735856879803,0,583,"Fear",1
"evacuations",-0.461777875596205,0,76,"Fear",0
"cracks",-0.46188832530585,0,435,"Fear",0
"revisions",-0.462061964239259,0,502,"Fear",1
"constraints",-0.462220982088585,0,4352,"Fear",0
"slowdowns",-0.462251878007079,0,8,"Fear",0
"replenished",-0.462908182490535,0,53,"Fear",0
"budgets",-0.463177722535786,0,14606,"Fear",1
"tokyo",-0.463454998178997,0,481,"Fear",1
"triggering",-0.463528144985213,0,397,"Fear",0
"meteorite",-0.463554143186151,0,5,"Fear",0
"typhoons",-0.463642683728365,0,121,"Fear",1
"winters",-0.463747788855145,0,329,"Fear",1
"devaluation",-0.463829297417796,0,1046,"Fear",0
"possibility",-0.464237587715786,0,19062,"Fear",1
"daylight",-0.464282976987363,0,937,"Fear",1
"condition",-0.464367606097491,0,11864,"Fear",1
"lowering",-0.464502660577069,0,1322,"Fear",0
"dateline",-0.464645571889764,0,6,"Fear",0
"languished",-0.464710154446556,0,80,"Fear",0
"decreases",-0.464821642450704,0,333,"Fear",0
"wobbly",-0.464860383540723,0,63,"Fear",0
"hea",-0.465004866005785,0,8,"Fear",1
"tidal",-0.465110130249773,0,1702,"Fear",1
"unrepaired",-0.465110757859274,0,23,"Fear",0
"doomed",-0.465161570455667,0,553,"Fear",0
"poverty",-0.465266385630825,0,40822,"Fear",1
"goldilocks",-0.465406431058202,0,16,"Fear",1
"concentrations",-0.46550555505044,0,472,"Fear",1
"flames",-0.465620779188058,0,217,"Fear",0
"fades",-0.465670804960064,0,42,"Fear",0
"bankruptcy",-0.465996846670367,0,1543,"Fear",0
"blowout",-0.466065904560895,0,2,"Fear",0
"measures",-0.466393166792495,0,88903,"Fear",1
"footprints",-0.466458090694371,0,121,"Fear",0
"cyclones",-0.466621336673365,0,45,"Fear",1
"unsure",-0.466810965456792,0,686,"Fear",0
"groundfish",-0.466881782491408,0,2,"Fear",1
"balkan",-0.466888449128603,0,263,"Fear",1
"unless",-0.467057511488629,0,26629,"Fear",1
"shake",-0.467297243677296,0,1088,"Fear",0
"incipient",-0.46739277327075,0,80,"Fear",0
"perinatal",-0.467545438313555,0,154,"Fear",1
"disrepair",-0.467696004663855,0,434,"Fear",0
"shockwaves",-0.468060910932118,0,40,"Fear",0
"last",-0.468113430593804,0,202119,"Fear",0
"cooled",-0.468204107558295,0,130,"Fear",0
"coupled",-0.468441053384737,0,1565,"Fear",0
"greenspan",-0.468606326580716,0,123,"Fear",1
"wreaked",-0.468751174761476,0,116,"Fear",0
"malfunction",-0.46879145810978,0,70,"Fear",0
"underscoring",-0.469259770878051,0,17,"Fear",0
"shattered",-0.469330089070033,0,528,"Fear",0
"reshuffle",-0.469365781366529,0,737,"Fear",0
"immediate",-0.469680500513885,0,14305,"Fear",1
"tinderbox",-0.469772673577429,0,29,"Fear",0
"languishing",-0.469798959428358,0,365,"Fear",0
"digested",-0.469870150030144,0,117,"Fear",1
"resulting",-0.470315799153907,0,5059,"Fear",1
"surprises",-0.470465539882261,0,487,"Fear",0
"limbo",-0.470514783228097,0,698,"Fear",0
"unnoticed",-0.470566400190908,0,350,"Fear",0
"accidents",-0.470567530922368,0,5257,"Fear",0
"erika",-0.470652050076441,0,8,"Fear",1
"descending",-0.470680644984804,0,195,"Fear",0
"tightened",-0.470724385585044,0,1041,"Fear",1
"spike",-0.470747223418771,0,443,"Fear",0
"plummets",-0.471017915892494,0,15,"Fear",0
"occurring",-0.471107960157851,0,2112,"Fear",1
"warnings",-0.471184348097395,0,2960,"Fear",0
"layoffs",-0.471231809979545,0,5,"Fear",0
"trigger",-0.471336797819308,0,2655,"Fear",0
"unemployed",-0.471823089649608,0,12192,"Fear",1
"spark",-0.471967271048735,0,309,"Fear",0
"eci",-0.472094200178907,0,2,"Fear",1
"locates",-0.47215995408859,0,28,"Fear",0
"understate",-0.472347660252406,0,204,"Fear",0
"spooked",-0.472358015849284,0,34,"Fear",0
"ppi",-0.472569785860764,0,157,"Fear",1
"underemployment",-0.472577533016639,0,32,"Fear",1
"stumble",-0.472737182725375,0,111,"Fear",0
"dormant",-0.47282573862725,0,664,"Fear",0
"coping",-0.472873073375434,0,934,"Fear",0
"cretaceous",-0.473220917498308,0,5,"Fear",1
